Transaction Date,Post Date,Description,Category,Type,Amount,Memo
03/12/2024,03/13/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
03/10/2024,03/12/2024,TST* TERMINAL C FRESHENS,Food & Drink,Sale,-11.90,
03/11/2024,03/12/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-21.52,
03/10/2024,03/12/2024,IAH KPRC CHANNEL 2 TRV,Shopping,Sale,-4.39,
03/11/2024,03/12/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-4.99,
03/11/2024,03/11/2024,AUTOMATIC PAYMENT - THANK,,Payment,2421.59,
03/11/2024,03/11/2024,10078D CAVA KENDALL SQ,Food & Drink,Sale,-13.75,
03/09/2024,03/11/2024,SONIC DRIVE IN #1122,Food & Drink,Sale,-11.43,
03/09/2024,03/10/2024,GARLANDS DEL RIO,Travel,Sale,-542.64,
03/09/2024,03/10/2024,AXS.COMRODEO HOUSTON,Entertainment,Sale,-21.00,
03/09/2024,03/10/2024,SQ *BIG FAT BACON,Food & Drink,Sale,-21.65,
03/06/2024,03/08/2024,ALAMO DRFTHS SEAPORT RET,Entertainment,Sale,-32.76,
03/05/2024,03/06/2024,AMZN Mktp US*RZ9MN7DW1,Shopping,Sale,-96.34,
03/04/2024,03/04/2024,Amazon Prime*RN30Z2HY0,Shopping,Sale,-8.11,
03/01/2024,03/03/2024,Subway 64335,Food & Drink,Sale,-10.38,
02/28/2024,03/01/2024,TIBURON LOCKERS INC,Health & Wellness,Sale,-11.00,
02/28/2024,03/01/2024,CREEKSIDE CAFE,Food & Drink,Sale,-96.22,
02/29/2024,03/01/2024,TST* SPITZ - SUGARHOUSE,Food & Drink,Sale,-48.12,
02/29/2024,03/01/2024,UNITED      0162368640557,Travel,Sale,-549.10,
02/26/2024,02/28/2024,SKI 'N SEE - SALT LAKE CI,Health & Wellness,Sale,-123.55,
02/27/2024,02/28/2024,TST* THIRST DRINKS- DOWNT,Food & Drink,Sale,-3.02,
02/26/2024,02/28/2024,BRIGHTON RESORT F &amp; B,Food & Drink,Sale,-20.68,
02/27/2024,02/28/2024,SQ *ALTA SKI AREA F&amp;B - A,Food & Drink,Sale,-12.08,
02/27/2024,02/28/2024,OH MAI DOWNTOWN,Food & Drink,Sale,-49.10,
02/24/2024,02/26/2024,TAHOE STATE RECREATION AR,Miscellaneous,Sale,-5.00,
02/24/2024,02/26/2024,BLUEBIRD PALISADES,Food & Drink,Sale,-22.73,
02/24/2024,02/26/2024,LE CHAMOIS &amp; THE LOFT BAR,Food & Drink,Sale,-70.00,
02/24/2024,02/26/2024,PALISADES BANQUETS,Food & Drink,Sale,-13.18,
02/25/2024,02/26/2024,CHEVRON 0072862,Gas,Sale,-40.21,
02/24/2024,02/26/2024,KTEES LOGO WEAR,Shopping,Sale,-69.11,
02/23/2024,02/25/2024,OH! BURGER,Food & Drink,Sale,-30.36,
02/21/2024,02/23/2024,CALTRAIN,Travel,Sale,-10.50,
02/22/2024,02/23/2024,SF ORGANICA,Groceries,Sale,-4.49,
02/21/2024,02/23/2024,CALTRAIN,Travel,Sale,-10.50,
02/22/2024,02/23/2024,CVS/PHARMACY #11107,Health & Wellness,Sale,-40.15,
02/21/2024,02/22/2024,SQ *POKE BAR,Food & Drink,Sale,-19.80,
02/22/2024,02/22/2024,LIME*RIDE COST,Travel,Sale,-8.27,
02/22/2024,02/22/2024,LIME*RIDE COST,Travel,Sale,-6.47,
02/20/2024,02/21/2024,LI PO LOUNGE,Food & Drink,Sale,-68.00,
02/20/2024,02/21/2024,TST* EL PORTENO - FERRY B,Food & Drink,Sale,-17.39,
02/18/2024,02/19/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.81,
02/18/2024,02/19/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-4.99,
02/18/2024,02/19/2024,SQ *HONG KONG BAN JEOM,Food & Drink,Sale,-1.63,
02/18/2024,02/19/2024,H MART SAN FRANCISCO LLC,Groceries,Sale,-126.93,
02/18/2024,02/19/2024,SQ *DAEHO KALBI JJIM &amp; BE,Food & Drink,Sale,-28.24,
02/18/2024,02/18/2024,Zipcar Monthly Plan,Bills & Utilities,Sale,-8.50,
02/17/2024,02/18/2024,Zipcar Trip FEB17,Travel,Sale,-82.33,
02/16/2024,02/18/2024,PALISADES TAHOE ALPINE,Food & Drink,Sale,-75.56,
02/17/2024,02/18/2024,VINTAGE LOUNGE,Food & Drink,Sale,-113.30,
02/17/2024,02/18/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.68,
02/17/2024,02/18/2024,Subway 10538,Food & Drink,Sale,-12.83,
02/17/2024,02/18/2024,CARRIE NATION,Food & Drink,Sale,-54.60,
02/15/2024,02/16/2024,CVS/PHARMACY #11242,Health & Wellness,Sale,-43.24,
02/15/2024,02/16/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.81,
02/15/2024,02/16/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.68,
02/14/2024,02/15/2024,AMZN Mktp US*RI3IN0DS0,Shopping,Sale,-373.97,
02/14/2024,02/15/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-18.98,
02/13/2024,02/14/2024,CVS/PHARMACY #11242,Health & Wellness,Sale,-28.00,
02/13/2024,02/14/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-11.76,
02/14/2024,02/14/2024,AMZN Mktp US*RI84I73Q2,Shopping,Sale,-49.91,
02/12/2024,02/13/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.11,
02/11/2024,02/12/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-4.29,
02/11/2024,02/12/2024,DUNKIN #337608 Q35,Food & Drink,Sale,-4.86,
02/11/2024,02/11/2024,AUTOMATIC PAYMENT - THANK,,Payment,3117.77,
02/10/2024,02/11/2024,SNOW.COM/VAIL RESORTS SKI,Health & Wellness,Sale,-123.00,
02/09/2024,02/11/2024,FIESTA JALISCO,Food & Drink,Sale,-234.33,
02/08/2024,02/11/2024,TST* FIELD &amp; VINE,Food & Drink,Sale,-81.41,
02/09/2024,02/11/2024,DUNKIN #336422 Q35,Food & Drink,Sale,-3.09,
02/10/2024,02/11/2024,Subway 262,Food & Drink,Sale,-38.76,
02/10/2024,02/11/2024,TST* TATTE BAKERY 3RD,Food & Drink,Sale,-21.06,
02/10/2024,02/11/2024,SNOW.COM/VAIL RESORTS SKI,Health & Wellness,Sale,-55.00,
02/08/2024,02/09/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.23,
02/09/2024,02/09/2024,IC* INSTACART*SUBSCRIP,Groceries,Sale,-99.00,
02/06/2024,02/08/2024,TST* PEPPER SKYS,Food & Drink,Sale,-38.64,
02/08/2024,02/08/2024,PUTTSHACK BOSTON SEA.,Entertainment,Sale,-36.00,
02/06/2024,02/07/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-29.79,
02/06/2024,02/07/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.68,
02/05/2024,02/06/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-4.29,
02/04/2024,02/06/2024,TOSCANO RESTAURANT,Food & Drink,Sale,-92.71,
02/05/2024,02/05/2024,Amazon.com*R28TE3VK1,Shopping,Sale,-45.24,
02/04/2024,02/05/2024,TARGET        00032227,Shopping,Sale,-55.52,
02/03/2024,02/04/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
02/04/2024,02/04/2024,Amazon Prime*R25N960V1,Shopping,Sale,-5.36,
02/03/2024,02/04/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.81,
02/02/2024,02/04/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.68,
02/01/2024,02/02/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.68,
01/30/2024,02/01/2024,LUCKY STRIKE - 785 - BOST,Entertainment,Sale,-10.00,
01/31/2024,02/01/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-11.76,
01/30/2024,02/01/2024,LUCKY STRIKE - 785 - BOST,Entertainment,Sale,-10.00,
01/30/2024,01/31/2024,LUCKY STRIKE - 785 - BOST,Food & Drink,Sale,-26.54,
01/30/2024,01/31/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
01/30/2024,01/31/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.68,
01/30/2024,01/31/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
01/30/2024,01/31/2024,LUCKY STRIKE - 785 - BOST,Entertainment,Sale,-72.93,
01/28/2024,01/30/2024,SUNDAY RIVER F &amp; B,Food & Drink,Sale,-39.42,
01/30/2024,01/30/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-11.98,
01/27/2024,01/29/2024,SUNDAY RIVER F &amp; B,Food & Drink,Sale,-25.20,
01/27/2024,01/28/2024,SQ *CILANTRO,Food & Drink,Sale,-17.82,
01/27/2024,01/28/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.81,
01/26/2024,01/28/2024,GRUBHUBFUJIATKENDALL,Food & Drink,Sale,-24.61,
01/26/2024,01/28/2024,CVS/PHARMACY #11242,Health & Wellness,Sale,-4.56,
01/26/2024,01/28/2024,HEI LA MOON RESTAURANT,Food & Drink,Sale,-130.93,
01/25/2024,01/25/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-11.00,
01/24/2024,01/25/2024,IC* INSTACART,Groceries,Sale,-49.74,
01/24/2024,01/25/2024,AMZN Mktp US*R80SX49H1,Shopping,Sale,-16.99,
01/24/2024,01/25/2024,AMZN Mktp US*R05F66S80,Shopping,Sale,-33.95,
01/23/2024,01/24/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.23,
01/23/2024,01/24/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-15.30,
01/23/2024,01/24/2024,SUNDAY RIVER RESORT ECOMM,Health & Wellness,Sale,-132.00,
01/23/2024,01/24/2024,CVS/PHARMACY #11242,Health & Wellness,Sale,-7.96,
01/23/2024,01/23/2024,AMZN Mktp US*R817G8952,Shopping,Sale,-17.31,
01/22/2024,01/23/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
01/21/2024,01/22/2024,NikePOS_US,Shopping,Sale,-23.00,
01/21/2024,01/22/2024,JOE'S NEWBURY,Food & Drink,Sale,-93.75,
01/20/2024,01/22/2024,LYONS LIQUORS,Food & Drink,Sale,-14.41,
01/20/2024,01/21/2024,TST* THE HARP - BOSTON,Food & Drink,Sale,-8.99,
01/19/2024,01/21/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-39.78,
01/19/2024,01/21/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.68,
01/20/2024,01/21/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-14.75,
01/20/2024,01/21/2024,TST* THE HARP - BOSTON,Food & Drink,Sale,-10.00,
01/20/2024,01/21/2024,CVS/PHARMACY #11242,Health & Wellness,Sale,-27.50,
01/19/2024,01/21/2024,CHIPOTLE 1615,Food & Drink,Sale,-13.70,
01/21/2024,01/21/2024,Subway 58339,Food & Drink,Sale,-12.53,
01/20/2024,01/21/2024,TST* THE HARP - BOSTON,Food & Drink,Sale,-15.98,
01/18/2024,01/19/2024,TST* FLAT TOP JOHNNYS,Food & Drink,Sale,-76.67,
01/18/2024,01/18/2024,Zipcar Monthly Plan,Bills & Utilities,Sale,-8.50,
01/18/2024,01/18/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.81,
01/16/2024,01/17/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-17.81,
01/14/2024,01/15/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-19.19,
01/14/2024,01/15/2024,TST* PHOENIX LANDING,Food & Drink,Sale,-38.24,
01/14/2024,01/15/2024,SQ *MARTIN'S COFFEE SHOP,Food & Drink,Sale,-29.51,
01/13/2024,01/14/2024,CHIPOTLE 1615,Food & Drink,Sale,-20.92,
01/13/2024,01/14/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.68,
01/14/2024,01/14/2024,SQ *LORD HOBO BREWING WOB,Food & Drink,Sale,-7.49,
01/12/2024,01/14/2024,TST* FLAT TOP JOHNNYS,Entertainment,Sale,-136.11,
01/12/2024,01/14/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.23,
01/10/2024,01/12/2024,UNITED      0162355024523,Travel,Return,0.97,
01/11/2024,01/11/2024,AUTOMATIC PAYMENT - THANK,,Payment,2460.50,
01/10/2024,01/11/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.11,
01/10/2024,01/11/2024,UNITED      0162355023570,Travel,Sale,-496.11,
01/09/2024,01/10/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
01/08/2024,01/09/2024,Amazon.com*TK06R9BW1,Shopping,Sale,-22.23,
01/07/2024,01/08/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-44.70,
01/07/2024,01/08/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-15.78,
01/07/2024,01/08/2024,TST* PANDA EXPRESS - IHA,Food & Drink,Sale,-9.85,
01/06/2024,01/07/2024,FIRST WATCH - 0285,Food & Drink,Sale,-36.89,
01/05/2024,01/07/2024,COURTYARD BY MARRIOTT,Travel,Sale,-469.56,
01/04/2024,01/07/2024,SEVEN GRAND AUSTIN,Food & Drink,Sale,-8.66,
01/04/2024,01/07/2024,SEVEN GRAND AUSTIN,Food & Drink,Sale,-29.96,
01/05/2024,01/07/2024,GEORGE JOHNSON DDS LEAGUE,Health & Wellness,Sale,-275.00,
01/04/2024,01/05/2024,PBS AUSTIN CONGRESS,Food & Drink,Sale,-78.61,
01/04/2024,01/05/2024,WESTWOODS LIQUOR,Food & Drink,Sale,-23.80,
01/03/2024,01/05/2024,BUC-EE'S #28,Groceries,Sale,-16.22,
01/02/2024,01/04/2024,GEN KOREAN BBQ HOUSE,Food & Drink,Sale,-77.01,
01/04/2024,01/04/2024,Amazon Prime*931PM4FU3,Bills & Utilities,Sale,-8.11,
01/03/2024,01/04/2024,TERRY BLACKS BARBECUE,Food & Drink,Sale,-109.24,
01/03/2024,01/04/2024,TARGET        00033423,Shopping,Sale,-22.72,
12/30/2023,01/01/2024,TST* ROCK NUETNEYS,Food & Drink,Sale,-13.38,
